Data,Godzina,Rok,Miesiac,Sezon,temperature_2m,dewpoint_temperature_2m,wilgotnosc_wzgledna,u_component_of_wind_10m,v_component_of_wind_10m,predkosc_wiatru,kierunek_wiatru,surface_pressure,total_precipitation_hourly
2022-03-18,17:00,2022,3,ZIMA,282.0801544189453,275.6310119628906,63.98311157480406,-0.74407958984375,-0.4936676025390625,0.8929513636356177,33.56271240253466,103639.03515625,0.0
2022-03-18,18:00,2022,3,ZIMA,281.1026611328125,274.9669494628906,65.20332379677224,-0.093597412109375,-0.7781982421875,0.7838067234320506,83.14172210976653,103697.11328125,0.0
2022-03-18,19:00,2022,3,ZIMA,279.24407958984375,274.5255432128906,71.75344099348118,0.2004547119140625,-1.679656982421875,1.6915760905519766,96.80564168705746,103718.38671875,0.0
2022-03-18,20:00,2022,3,ZIMA,278.10374450683594,274.16123962402344,75.65140582486988,0.48846435546875,-2.1688385009765625,2.223163932300487,102.69234411515288,103755.34375,0.0
2022-03-18,21:00,2022,3,ZIMA,277.32110595703125,274.20875549316406,80.1769889665714,0.3624114990234375,-2.49560546875,2.521782851531694,98.26272499445025,103773.515625,0.0
2022-03-18,22:00,2022,3,ZIMA,276.7349853515625,274.35179138183594,84.41066770703934,-0.067718505859375,-2.6676025390625,2.668461935731616,88.54582855101205,103777.6015625,0.0
2022-03-18,23:00,2022,3,ZIMA,276.65635681152344,274.80186462402344,87.66230764324654,-0.241302490234375,-2.658203125,2.669132957638693,84.81310336950133,103800.484375,0.0
2022-03-19,00:00,2022,3,ZIMA,276.34571838378906,274.96949768066406,90.68530984385112,-0.1634063720703125,-2.4015045166015625,2.40705745375778,86.10740421982041,103796.43359375,4.172325134277344E-7
2022-03-19,01:00,2022,3,ZIMA,276.04852294921875,274.89540100097656,92.12273822455272,0.0915374755859375,-2.155303955078125,2.1572469140578354,92.43193587591247,103770.74609375,4.1909515857696533E-7
2022-03-19,02:00,2022,3,ZIMA,275.37803649902344,274.4860534667969,93.82417770373578,0.3344879150390625,-2.2283477783203125,2.2533122256918263,98.5366937459006,103720.14453125,4.1909515857696533E-7
2022-03-19,03:00,2022,3,ZIMA,274.72984313964844,273.9001922607422,94.2148026426434,0.2456207275390625,-2.3484344482421875,2.361244142287579,95.97080783364805,103718.359375,0.0
2022-03-19,04:00,2022,3,ZIMA,274.18260192871094,273.31724548339844,93.94635560668718,-0.0033721923828125,-2.3577880859375,2.357790497451011,89.91805359410779,103701.33203125,5.774199962615967E-7
2022-03-19,05:00,2022,3,ZIMA,274.0160675048828,272.9497833251953,92.57836217217476,-0.3304901123046875,-2.2903289794921875,2.3140506797892066,81.7890046624342,103715.2578125,7.88271427154541E-6
2022-03-19,06:00,2022,3,ZIMA,274.3459167480469,273.0366516113281,90.98043743559371,-0.807098388671875,-2.0296173095703125,2.184205629583481,68.31424435664883,103721.1953125,7.323920726776123E-6
2022-03-19,07:00,2022,3,ZIMA,275.8657989501953,274.1162414550781,88.25171250496233,-1.6620635986328125,-1.6798095703125,2.363094496293731,45.30424844761677,103775.37890625,2.0489096641540527E-5
2022-03-19,08:00,2022,3,ZIMA,277.790771484375,275.00343322753906,82.131690831139,-2.4542694091796875,-1.5475921630859375,2.9014616723438245,32.234359541559684,103808.1875,1.1436641216278076E-5
2022-03-19,09:00,2022,3,ZIMA,279.55039978027344,275.47117614746094,75.16355513966461,-2.9520416259765625,-1.1926422119140625,3.183856970270118,21.99899846711662,103799.6171875,3.4347176551818848E-6
2022-03-19,10:00,2022,3,ZIMA,281.3175964355469,274.3806915283203,61.615992345183145,-4.2646026611328125,-0.4304933547973633,4.286275817754354,5.76423695382033,103806.0546875,7.152557373046875E-7
2022-03-19,11:00,2022,3,ZIMA,281.9268493652344,272.9547119140625,53.34035756548416,-3.976504325866699,0.0058441162109375,3.976508620301339,359.9157946464143,103767.80078125,9.939073493114847E-7
2022-03-19,12:00,2022,3,ZIMA,282.35984802246094,271.94810485839844,48.13808829384226,-3.8487157821655273,-0.1837005615234375,3.8530973343784134,2.7326738403112927,103742.16015625,0.0
2022-03-19,13:00,2022,3,ZIMA,282.70762634277344,271.44200134277344,45.31091416726483,-4.054112434387207,-0.39007568359375,4.072835212672383,5.49592590477323,103707.671875,0.0
2022-03-19,14:00,2022,3,ZIMA,282.78773498535156,270.9951171875,43.608089575681205,-4.235260009765625,-0.3170166015625,4.247108060314237,4.28070635396773,103655.82421875,0.0
